,BURGLARY,COMMON ASSAULT,LARCENY,ROBBERY - STREET,AUTO THEFT,AGG. ASSAULT,LARCENY FROM AUTO,SHOOTING,ROBBERY - RESIDENCE,ROBBERY - COMMERCIAL,ARSON,HOMICIDE,ROBBERY - CARJACKING,RAPE
2017-07-02,16,19,27,9,11,22,15,0,2,4,0.0,1.0,1.0,1.0
2017-07-03,18,17,29,10,18,10,12,2,1,1,1.0,3.0,3.0,2.0
2017-07-04,10,39,29,7,12,15,14,0,1,2,6.0,0.0,3.0,1.0
2017-07-05,24,19,28,12,10,29,14,2,1,4,0.0,4.0,1.0,2.0
2017-07-06,24,15,30,9,22,13,18,3,0,3,1.0,2.0,1.0,1.0
2017-07-07,17,32,33,7,14,21,16,5,1,7,0.0,1.0,3.0,0.0
2017-07-08,16,20,11,2,21,17,10,4,1,1,0.0,0.0,4.0,2.0
2017-07-09,24,21,21,8,9,13,20,0,4,1,2.0,0.0,5.0,0.0
2017-07-10,18,24,40,15,10,12,26,2,1,6,1.0,0.0,2.0,0.0
2017-07-11,18,17,42,9,16,18,25,1,1,2,0.0,0.0,1.0,1.0
2017-07-12,17,22,39,15,7,21,24,2,5,5,1.0,1.0,3.0,1.0
2017-07-13,19,32,43,8,11,17,18,4,1,4,1.0,1.0,1.0,1.0
2017-07-14,25,22,56,15,13,17,17,6,1,1,0.0,2.0,4.0,3.0
2017-07-15,21,21,35,16,14,16,12,3,0,4,5.0,0.0,5.0,0.0
2017-07-16,9,34,22,7,13,17,24,4,1,5,0.0,0.0,2.0,1.0
2017-07-17,26,24,27,10,16,20,11,2,9,6,0.0,1.0,3.0,0.0
2017-07-18,26,16,29,16,15,15,11,4,1,6,0.0,1.0,2.0,0.0
2017-07-19,28,24,34,10,13,10,20,3,12,2,0.0,1.0,2.0,3.0
2017-07-20,29,26,32,4,11,24,13,2,0,4,1.0,0.0,4.0,1.0
2017-07-21,27,23,39,16,11,17,19,4,1,4,0.0,2.0,2.0,1.0
2017-07-22,16,32,20,9,16,18,17,3,1,1,0.0,1.0,6.0,1.0
2017-07-23,27,31,29,15,14,27,13,3,3,5,2.0,1.0,3.0,0.0
2017-07-24,19,18,38,11,15,16,25,3,1,6,0.0,2.0,3.0,2.0
2017-07-25,31,23,45,12,7,15,23,2,3,4,3.0,3.0,3.0,1.0
2017-07-26,20,20,29,12,12,8,20,2,0,3,0.0,1.0,3.0,0.0
2017-07-27,18,26,29,5,16,17,22,1,0,4,0.0,1.0,0.0,0.0
2017-07-28,37,18,28,11,13,11,20,2,1,1,0.0,1.0,1.0,1.0
2017-07-29,20,19,39,9,11,25,12,2,1,2,2.0,1.0,2.0,3.0
2017-07-30,24,32,33,12,8,16,14,3,1,4,1.0,1.0,2.0,3.0
2017-07-31,34,22,46,10,12,16,12,0,0,2,0.0,0.0,1.0,2.0
2017-08-01,28,25,32,11,10,18,21,0,2,4,0.0,2.0,2.0,3.0
2017-08-02,25,16,41,10,13,20,13,4,2,1,2.0,2.0,1.0,0.0
2017-08-03,26,26,36,16,16,18,17,3,2,3,0.0,0.0,4.0,1.0
2017-08-04,21,11,48,10,8,12,14,0,1,3,1.0,0.0,1.0,0.0
2017-08-05,16,26,37,10,9,18,17,1,1,0,0.0,2.0,1.0,0.0
2017-08-06,22,36,26,6,10,17,27,3,2,2,1.0,0.0,2.0,3.0
2017-08-07,25,16,30,9,10,12,20,2,1,4,0.0,1.0,0.0,2.0
2017-08-08,22,19,44,6,8,13,16,2,2,3,1.0,2.0,1.0,5.0
2017-08-09,17,25,31,10,13,20,16,1,1,5,1.0,0.0,4.0,2.0
2017-08-10,28,18,33,9,12,23,20,4,0,4,0.0,1.0,1.0,1.0
2017-08-11,19,21,33,4,8,20,25,2,2,5,1.0,3.0,1.0,1.0
2017-08-12,19,35,40,6,10,7,38,0,3,5,0.0,1.0,0.0,0.0
2017-08-13,12,34,41,17,14,23,22,3,6,2,1.0,0.0,0.0,2.0
2017-08-14,26,19,30,15,13,21,25,6,4,3,1.0,1.0,3.0,1.0
2017-08-15,23,26,29,7,8,17,29,4,3,3,0.0,0.0,2.0,0.0
2017-08-16,31,24,37,15,8,20,18,1,0,3,0.0,1.0,1.0,1.0
2017-08-17,42,27,25,11,14,11,15,2,0,1,0.0,2.0,2.0,1.0
2017-08-18,30,18,36,5,10,10,14,0,0,4,0.0,0.0,0.0,1.0
2017-08-19,28,12,23,12,16,17,10,1,0,4,3.0,2.0,3.0,3.0
2017-08-20,20,23,26,21,10,19,9,0,4,2,2.0,0.0,1.0,1.0
2017-08-21,29,20,26,10,11,19,26,8,3,6,0.0,1.0,1.0,1.0
2017-08-22,26,30,41,12,16,21,18,1,4,2,1.0,2.0,2.0,2.0
2017-08-23,30,19,32,6,12,16,14,4,4,4,0.0,0.0,1.0,1.0
2017-08-24,29,13,36,7,12,20,12,4,1,7,2.0,0.0,1.0,2.0
2017-08-25,24,19,40,8,16,22,23,2,1,1,0.0,2.0,2.0,1.0
2017-08-26,19,31,27,17,13,11,27,2,1,8,3.0,1.0,1.0,1.0
2017-08-27,34,24,31,14,17,22,17,4,3,1,1.0,0.0,2.0,0.0
2017-08-28,17,17,28,10,7,17,18,2,3,2,1.0,1.0,2.0,3.0
2017-08-29,19,22,16,11,12,13,23,2,1,3,1.0,0.0,4.0,1.0
2017-08-30,24,20,28,12,13,12,19,2,0,2,4.0,4.0,3.0,0.0
2017-08-31,26,23,42,15,8,7,22,1,3,4,0.0,0.0,2.0,1.0
2017-09-01,30,18,33,14,11,17,11,1,1,0,2.0,0.0,1.0,3.0
2017-09-02,17,20,24,7,8,19,16,2,2,2,2.0,2.0,0.0,2.0
2017-09-03,15,28,20,10,17,17,14,2,2,0,0.0,0.0,1.0,0.0
2017-09-04,28,30,21,12,13,8,21,1,1,2,0.0,4.0,1.0,1.0
2017-09-05,22,15,25,14,11,20,11,2,1,2,0.0,1.0,0.0,0.0
2017-09-06,20,18,29,8,8,11,14,0,1,1,1.0,1.0,2.0,0.0
2017-09-07,14,19,39,14,13,15,10,1,1,2,0.0,0.0,1.0,1.0
2017-09-08,21,24,47,10,11,11,16,1,1,4,0.0,1.0,1.0,1.0
2017-09-09,23,19,33,13,13,20,13,4,1,2,1.0,0.0,1.0,1.0
2017-09-10,25,32,14,11,15,15,16,0,1,2,1.0,0.0,3.0,2.0
2017-09-11,29,19,34,11,9,14,25,2,2,4,3.0,1.0,1.0,3.0
2017-09-12,24,16,29,8,12,19,11,6,1,4,0.0,0.0,1.0,0.0
2017-09-13,19,19,33,10,9,14,14,1,3,7,3.0,2.0,2.0,2.0
2017-09-14,26,15,40,12,9,9,16,0,1,3,0.0,0.0,3.0,1.0
2017-09-15,23,25,34,15,23,17,15,3,0,7,0.0,0.0,0.0,0.0
2017-09-16,14,32,30,20,7,25,11,4,2,3,0.0,1.0,0.0,0.0
2017-09-17,15,27,24,12,11,25,27,1,1,5,0.0,1.0,2.0,0.0
2017-09-18,33,21,37,19,18,13,16,3,1,7,1.0,0.0,2.0,2.0
2017-09-19,22,29,32,12,12,21,16,1,2,2,0.0,1.0,1.0,0.0
2017-09-20,32,23,35,12,8,12,15,2,0,5,0.0,1.0,0.0,0.0
2017-09-21,19,26,36,19,15,14,15,1,1,0,0.0,1.0,2.0,0.0
2017-09-22,33,27,38,16,16,18,15,2,2,2,1.0,1.0,2.0,0.0
2017-09-23,21,28,32,20,15,19,25,0,0,5,0.0,3.0,1.0,2.0
2017-09-24,23,27,30,7,12,26,15,8,2,2,3.0,0.0,1.0,1.0
2017-09-25,27,27,37,12,10,15,26,3,2,2,2.0,3.0,1.0,0.0
2017-09-26,26,26,36,16,12,22,18,5,2,3,0.0,4.0,2.0,0.0
2017-09-27,30,20,36,12,10,21,17,3,2,6,1.0,1.0,0.0,1.0
2017-09-28,28,25,44,10,6,15,17,0,1,3,0.0,0.0,2.0,0.0
2017-09-29,24,31,31,9,12,16,20,3,0,1,0.0,1.0,0.0,0.0
2017-09-30,24,24,26,15,9,19,14,2,0,2,1.0,1.0,3.0,1.0
2017-10-01,16,28,30,17,11,20,23,2,1,1,0.0,2.0,0.0,2.0
2017-10-02,24,22,38,7,7,13,12,1,2,1,1.0,3.0,2.0,1.0
2017-10-03,22,24,34,11,11,17,16,7,2,2,1.0,1.0,1.0,2.0
2017-10-04,20,16,49,16,14,17,17,2,2,2,2.0,1.0,0.0,0.0
2017-10-05,49,27,32,10,13,23,14,6,0,3,1.0,1.0,1.0,0.0
2017-10-06,33,36,37,6,8,18,8,2,1,5,0.0,0.0,1.0,1.0
2017-10-07,20,35,30,6,15,26,11,3,4,5,1.0,1.0,2.0,0.0
2017-10-08,20,29,19,13,15,16,21,0,2,1,0.0,0.0,1.0,1.0
2017-10-09,33,31,30,13,15,19,19,4,3,1,0.0,0.0,4.0,1.0
2017-10-10,28,33,42,8,16,22,15,4,2,1,0.0,1.0,1.0,0.0
2017-10-11,28,23,34,17,7,14,20,2,0,1,0.0,0.0,5.0,1.0
2017-10-12,29,23,28,20,11,11,18,1,1,1,1.0,0.0,1.0,2.0
2017-10-13,37,30,40,8,7,16,25,1,1,4,1.0,3.0,5.0,0.0
2017-10-14,17,24,28,10,10,14,23,6,4,5,0.0,0.0,2.0,3.0
2017-10-15,17,20,21,12,12,29,22,4,1,7,1.0,2.0,2.0,1.0
2017-10-16,31,15,36,15,11,9,22,3,4,6,0.0,0.0,1.0,0.0
2017-10-17,25,16,28,11,8,17,16,5,3,7,1.0,1.0,3.0,2.0
2017-10-18,31,26,32,19,9,12,19,0,1,5,2.0,1.0,3.0,3.0
2017-10-19,19,20,27,10,12,13,22,1,3,1,0.0,1.0,0.0,1.0
2017-10-20,37,21,27,6,8,14,27,4,1,4,0.0,1.0,0.0,1.0
2017-10-21,30,28,27,7,16,15,21,2,2,2,0.0,0.0,3.0,2.0
2017-10-22,20,26,26,13,11,17,25,3,5,3,1.0,0.0,0.0,1.0
2017-10-23,23,37,39,13,10,11,13,2,3,3,0.0,0.0,2.0,0.0
2017-10-24,21,19,35,6,16,17,17,1,3,2,0.0,2.0,0.0,0.0
2017-10-25,39,24,43,22,18,18,20,6,5,4,0.0,0.0,2.0,0.0
2017-10-26,26,18,35,8,16,14,17,2,0,2,0.0,1.0,3.0,1.0
2017-10-27,16,27,36,7,9,16,23,1,0,1,0.0,1.0,1.0,1.0
2017-10-28,17,23,29,10,17,16,14,2,3,1,0.0,2.0,1.0,0.0
2017-10-29,24,25,19,3,13,27,38,2,2,8,0.0,1.0,2.0,0.0
2017-10-30,17,27,25,12,6,17,16,4,2,0,0.0,1.0,1.0,0.0
2017-10-31,25,25,45,26,12,15,17,3,0,4,0.0,2.0,1.0,2.0
2017-11-01,22,18,37,15,11,16,9,0,2,3,0.0,0.0,1.0,1.0
2017-11-02,21,22,25,10,15,14,14,0,1,2,0.0,3.0,1.0,0.0
2017-11-03,14,28,48,8,7,13,19,1,0,1,1.0,1.0,0.0,3.0
2017-11-04,17,30,17,13,20,21,17,2,1,2,1.0,1.0,0.0,2.0
2017-11-05,17,26,26,4,13,10,24,0,1,2,1.0,0.0,0.0,2.0
2017-11-06,25,11,43,11,13,13,20,2,1,2,0.0,1.0,3.0,0.0
2017-11-07,22,18,32,12,14,8,12,1,2,3,2.0,0.0,1.0,1.0
2017-11-08,27,25,33,7,15,17,20,1,1,2,1.0,0.0,2.0,1.0
2017-11-09,21,17,26,8,12,19,19,1,0,4,1.0,0.0,2.0,0.0
2017-11-10,27,27,25,5,7,16,17,0,6,4,2.0,0.0,1.0,1.0
2017-11-11,22,15,23,8,15,11,16,1,1,8,0.0,0.0,1.0,1.0
2017-11-12,9,21,28,8,16,11,26,0,4,0,0.0,2.0,1.0,1.0
2017-11-13,23,27,33,4,14,20,22,5,0,3,0.0,0.0,4.0,0.0
2017-11-14,19,28,29,7,13,14,24,3,3,6,2.0,3.0,1.0,0.0
2017-11-15,19,18,28,12,11,14,18,1,4,4,0.0,0.0,1.0,1.0
2017-11-16,22,24,37,16,8,25,12,1,1,1,0.0,1.0,3.0,0.0
2017-11-17,16,23,31,6,16,24,10,0,3,5,2.0,0.0,0.0,1.0
2017-11-18,20,25,30,12,15,13,15,1,0,6,0.0,0.0,0.0,0.0
2017-11-19,14,20,20,13,12,10,21,0,2,4,0.0,0.0,1.0,0.0
2017-11-20,17,21,31,15,13,20,18,4,1,3,2.0,0.0,3.0,0.0
2017-11-21,25,15,17,14,14,14,18,5,3,2,1.0,1.0,3.0,0.0
2017-11-22,38,24,23,9,18,5,24,1,0,2,0.0,0.0,3.0,0.0
2017-11-23,20,20,14,4,7,11,13,1,1,4,0.0,0.0,2.0,0.0
2017-11-24,24,22,28,18,15,18,28,2,2,5,0.0,2.0,2.0,0.0
2017-11-25,18,18,21,5,12,12,17,0,1,3,1.0,2.0,2.0,1.0
2017-11-26,20,31,25,12,20,11,29,1,0,5,0.0,0.0,1.0,0.0
2017-11-27,34,18,31,21,16,20,23,1,0,4,1.0,0.0,5.0,1.0
2017-11-28,36,21,22,9,12,19,19,2,3,1,0.0,3.0,1.0,1.0
2017-11-29,30,24,42,20,15,13,17,2,1,8,0.0,0.0,1.0,1.0
2017-11-30,23,23,32,9,9,12,16,0,2,5,0.0,3.0,2.0,0.0
2017-12-01,21,16,41,12,15,14,19,4,1,2,1.0,0.0,2.0,6.0
2017-12-02,15,22,36,10,12,8,9,0,1,1,0.0,1.0,1.0,2.0
2017-12-03,14,15,19,13,11,14,17,4,2,0,0.0,1.0,1.0,0.0
2017-12-04,35,16,36,16,9,16,10,2,2,2,1.0,0.0,2.0,1.0
2017-12-05,19,16,24,16,16,8,15,2,0,6,0.0,0.0,2.0,1.0
2017-12-06,24,19,23,17,12,15,28,3,1,6,1.0,1.0,1.0,0.0
2017-12-07,28,21,28,13,16,15,17,2,0,5,0.0,1.0,1.0,1.0
2017-12-08,24,27,43,7,15,5,24,1,1,6,0.0,0.0,2.0,0.0
2017-12-09,15,12,29,12,11,14,14,1,2,3,1.0,1.0,4.0,2.0
2017-12-10,6,26,27,3,13,10,27,2,4,2,0.0,1.0,2.0,2.0
2017-12-11,27,18,33,22,12,17,13,1,2,3,1.0,0.0,1.0,2.0
2017-12-12,30,25,35,15,17,13,17,2,1,2,0.0,1.0,2.0,1.0
2017-12-13,25,16,27,18,18,12,15,1,3,3,0.0,0.0,0.0,1.0
2017-12-14,22,19,28,8,10,13,15,5,1,1,0.0,1.0,1.0,1.0
2017-12-15,21,14,23,7,12,15,9,5,0,2,0.0,2.0,1.0,0.0
2017-12-16,18,17,23,8,17,6,13,1,0,2,0.0,0.0,1.0,0.0
2017-12-17,16,31,22,7,20,25,19,2,2,3,1.0,0.0,0.0,1.0
2017-12-18,31,29,32,18,15,15,16,0,0,5,0.0,1.0,0.0,1.0
2017-12-19,26,19,23,16,17,5,13,1,1,4,0.0,1.0,5.0,0.0
2017-12-20,29,24,36,16,13,12,15,0,0,2,0.0,1.0,3.0,0.0
2017-12-21,22,22,37,15,10,12,21,2,2,6,1.0,0.0,3.0,2.0
2017-12-22,39,22,39,12,8,12,17,4,0,2,0.0,0.0,2.0,1.0
2017-12-23,12,30,27,7,13,13,18,1,0,4,1.0,2.0,2.0,0.0
2017-12-24,21,24,20,10,10,16,18,0,1,0,3.0,1.0,1.0,0.0
2017-12-25,22,19,16,6,11,12,10,2,0,4,0.0,0.0,2.0,2.0
2017-12-26,17,15,24,6,18,8,17,2,2,1,0.0,2.0,3.0,1.0
2017-12-27,16,20,22,11,21,12,16,1,1,3,0.0,1.0,1.0,0.0
2017-12-28,12,5,28,8,16,5,7,1,0,4,0.0,1.0,2.0,0.0
2017-12-29,11,16,23,9,17,19,16,1,3,4,0.0,0.0,1.0,0.0
2017-12-30,16,19,20,3,13,13,5,3,2,2,0.0,0.0,1.0,1.0
2017-12-31,8,19,19,2,16,10,4,0,1,6,1.0,0.0,0.0,0.0
2018-01-01,16,31,28,5,10,10,10,2,3,1,2.0,2.0,0.0,6.0
2018-01-02,17,19,15,10,20,12,12,1,3,6,0.0,1.0,3.0,0.0
2018-01-03,14,22,28,12,23,9,8,0,1,1,0.0,1.0,5.0,1.0
2018-01-04,10,19,14,8,8,6,7,1,2,1,0.0,0.0,4.0,0.0
2018-01-05,22,18,19,8,14,8,10,0,0,0,1.0,0.0,0.0,1.0
2018-01-06,13,18,12,14,14,8,7,3,0,4,0.0,1.0,0.0,0.0
2018-01-07,15,18,20,7,18,7,9,0,1,0,0.0,0.0,5.0,2.0
2018-01-08,16,22,25,9,22,9,10,1,1,1,0.0,1.0,1.0,1.0
2018-01-09,19,15,35,19,20,3,12,0,1,4,2.0,0.0,4.0,0.0
2018-01-10,14,20,33,13,22,20,10,0,1,2,0.0,2.0,1.0,0.0
2018-01-11,29,18,27,9,22,14,14,5,3,3,0.0,1.0,3.0,0.0
2018-01-12,27,24,23,6,16,10,17,1,1,6,1.0,2.0,1.0,2.0
2018-01-13,20,19,25,10,8,25,8,3,0,2,0.0,0.0,2.0,1.0
2018-01-14,9,19,18,7,13,15,11,0,0,3,0.0,0.0,1.0,0.0
2018-01-15,11,17,23,14,13,19,13,1,1,3,0.0,0.0,3.0,4.0
2018-01-16,16,15,19,14,21,13,13,1,1,9,0.0,0.0,1.0,2.0
2018-01-17,20,10,15,8,9,10,16,1,1,4,0.0,0.0,2.0,0.0
2018-01-18,17,17,28,16,14,7,14,0,3,4,1.0,0.0,4.0,2.0
2018-01-19,26,25,29,2,17,8,17,1,1,5,1.0,1.0,0.0,2.0
2018-01-20,13,22,25,9,8,21,20,1,5,4,0.0,2.0,3.0,1.0
2018-01-21,15,25,17,12,5,19,20,2,1,3,0.0,2.0,0.0,1.0
2018-01-22,24,25,25,20,7,13,15,0,0,2,0.0,1.0,2.0,1.0
2018-01-23,20,19,30,8,11,9,10,1,1,1,0.0,2.0,0.0,0.0
2018-01-24,21,18,35,11,17,14,16,1,0,4,0.0,1.0,1.0,0.0
2018-01-25,27,25,29,2,8,14,15,0,0,6,1.0,1.0,0.0,2.0
2018-01-26,10,21,27,10,17,6,18,0,0,0,1.0,1.0,1.0,0.0
2018-01-27,15,33,20,11,15,6,19,0,1,3,0.0,1.0,2.0,3.0
2018-01-28,16,21,25,9,18,20,10,2,2,2,0.0,2.0,1.0,0.0
2018-01-29,26,21,17,8,13,10,14,3,3,4,2.0,0.0,1.0,2.0
2018-01-30,13,20,25,5,12,22,16,5,3,1,0.0,1.0,3.0,0.0
2018-01-31,22,19,22,10,19,13,0,1,1,7,0.0,1.0,2.0,2.0
2018-02-01,23,20,31,13,12,8,16,0,5,1,0.0,0.0,1.0,2.0
2018-02-02,14,17,31,10,17,11,9,1,0,3,2.0,0.0,2.0,4.0
2018-02-03,13,25,24,3,11,14,10,0,0,1,1.0,1.0,0.0,1.0
2018-02-04,6,16,17,7,12,10,10,1,0,0,1.0,0.0,3.0,2.0
2018-02-05,11,20,21,8,12,12,13,0,0,4,1.0,0.0,1.0,0.0
2018-02-06,22,31,22,18,18,17,17,2,0,2,0.0,0.0,0.0,2.0
2018-02-07,11,13,26,8,7,8,10,1,1,3,1.0,0.0,3.0,0.0
2018-02-08,15,21,23,11,9,11,11,0,1,6,1.0,0.0,2.0,0.0
2018-02-09,19,20,29,12,21,13,14,0,0,1,0.0,0.0,1.0,1.0
2018-02-10,11,16,20,4,12,12,20,3,0,1,0.0,0.0,4.0,1.0
2018-02-11,13,19,17,13,7,10,20,0,0,2,0.0,0.0,0.0,0.0
2018-02-12,17,15,20,20,12,8,21,0,1,1,0.0,0.0,1.0,3.0
2018-02-13,18,16,21,8,18,7,14,0,0,0,0.0,2.0,2.0,1.0
2018-02-14,12,20,31,4,10,14,13,0,0,2,1.0,0.0,0.0,0.0
2018-02-15,21,28,38,7,10,8,14,1,1,2,0.0,1.0,0.0,3.0
2018-02-16,20,22,24,5,9,8,22,0,4,3,2.0,0.0,3.0,2.0
2018-02-17,14,18,19,5,4,8,13,0,2,0,0.0,1.0,1.0,3.0
2018-02-18,7,13,33,4,11,6,11,1,4,3,0.0,0.0,1.0,2.0
2018-02-19,14,15,31,2,10,17,18,4,0,3,0.0,1.0,0.0,0.0
2018-02-20,23,16,27,7,7,21,12,0,2,1,0.0,0.0,1.0,1.0
2018-02-21,13,18,29,4,2,15,13,1,2,2,0.0,3.0,3.0,1.0
2018-02-22,15,25,10,10,9,10,15,0,1,1,0.0,0.0,2.0,0.0
2018-02-23,19,22,12,7,10,6,26,0,0,2,0.0,0.0,0.0,0.0
2018-02-24,14,17,14,3,13,10,14,0,0,1,1.0,0.0,1.0,0.0
2018-02-25,10,16,15,8,5,22,24,2,0,2,0.0,2.0,2.0,1.0
2018-02-26,23,27,32,11,5,12,12,2,2,0,1.0,2.0,2.0,0.0
2018-02-27,21,12,29,8,12,10,16,2,3,1,0.0,2.0,2.0,1.0
2018-02-28,18,23,19,10,13,7,17,2,1,1,1.0,0.0,2.0,1.0
2018-03-01,15,12,27,9,13,5,14,0,1,2,3.0,0.0,0.0,4.0
2018-03-02,15,13,27,11,4,14,13,1,2,1,1.0,0.0,1.0,2.0
2018-03-03,12,25,19,15,9,13,15,0,4,2,0.0,0.0,1.0,1.0
2018-03-04,11,21,22,4,8,13,13,0,5,3,0.0,1.0,0.0,0.0
2018-03-05,13,27,23,4,7,8,11,1,1,3,0.0,1.0,3.0,1.0
2018-03-06,15,24,16,4,9,14,12,1,1,2,0.0,0.0,0.0,1.0
2018-03-07,11,19,21,3,9,15,18,4,0,1,0.0,0.0,0.0,1.0
2018-03-08,18,17,20,8,9,19,15,1,1,3,0.0,1.0,0.0,0.0
2018-03-09,19,15,24,6,7,13,13,2,1,1,0.0,1.0,3.0,1.0
2018-03-10,14,22,18,12,14,11,14,2,0,2,0.0,1.0,3.0,1.0
2018-03-11,13,31,19,6,6,14,10,1,2,4,2.0,0.0,1.0,2.0
2018-03-12,10,26,24,13,12,16,19,8,4,0,2.0,0.0,2.0,0.0
2018-03-13,18,32,23,4,8,16,13,2,2,1,0.0,1.0,1.0,2.0
2018-03-14,10,21,36,8,5,12,6,1,2,2,0.0,0.0,1.0,0.0
2018-03-15,10,24,17,7,7,9,23,0,1,0,0.0,0.0,0.0,0.0
2018-03-16,21,27,29,4,11,20,15,1,1,2,0.0,1.0,2.0,2.0
2018-03-17,13,26,26,5,17,15,16,0,2,2,1.0,0.0,5.0,0.0
2018-03-18,13,33,16,2,4,21,21,6,1,3,0.0,1.0,1.0,0.0
2018-03-19,20,23,19,8,11,13,20,0,1,5,1.0,1.0,1.0,3.0
2018-03-20,12,13,24,4,15,8,15,4,1,4,0.0,1.0,2.0,0.0
2018-03-21,13,19,10,6,7,11,9,1,2,1,0.0,1.0,2.0,0.0
2018-03-22,22,20,28,20,14,12,13,0,2,6,0.0,0.0,2.0,0.0
2018-03-23,11,13,23,6,13,17,25,2,1,3,1.0,0.0,3.0,1.0
2018-03-24,10,21,21,13,12,14,11,3,4,1,0.0,0.0,0.0,0.0
2018-03-25,9,14,13,7,8,9,12,1,3,1,0.0,1.0,0.0,2.0
2018-03-26,5,17,19,7,12,12,11,0,0,0,0.0,0.0,1.0,2.0
2018-03-27,15,16,25,9,10,18,6,4,6,2,0.0,0.0,0.0,0.0
2018-03-28,14,23,24,5,7,8,18,0,4,2,0.0,3.0,0.0,2.0
2018-03-29,22,23,27,5,11,13,12,2,3,5,1.0,0.0,1.0,1.0
2018-03-30,23,23,22,16,18,19,8,4,3,1,0.0,0.0,1.0,2.0
2018-03-31,13,23,23,13,8,24,10,0,0,1,0.0,2.0,1.0,1.0
2018-04-01,6,18,31,6,10,18,7,2,2,1,0.0,0.0,0.0,1.0
2018-04-02,17,30,27,7,18,17,22,1,1,1,0.0,3.0,1.0,0.0
2018-04-03,14,23,27,9,6,13,13,2,0,2,1.0,0.0,0.0,0.0
2018-04-04,17,24,19,11,7,18,15,1,0,0,0.0,2.0,0.0,1.0
2018-04-05,16,22,35,14,11,12,14,0,3,2,0.0,2.0,0.0,1.0
2018-04-06,21,38,29,8,22,15,14,0,1,1,0.0,0.0,1.0,4.0
2018-04-07,7,20,21,4,8,15,18,2,3,2,2.0,3.0,0.0,1.0
2018-04-08,10,32,18,11,8,19,13,1,2,0,1.0,0.0,1.0,1.0
2018-04-09,18,19,27,15,7,15,16,0,2,0,0.0,0.0,2.0,1.0
2018-04-10,11,23,26,6,12,20,17,2,1,2,0.0,0.0,1.0,0.0
2018-04-11,24,18,30,4,9,15,7,1,1,2,1.0,0.0,2.0,1.0
2018-04-12,21,24,38,6,7,21,12,2,3,5,0.0,3.0,0.0,1.0
2018-04-13,10,17,39,10,6,21,12,7,3,1,0.0,1.0,0.0,1.0
2018-04-14,14,18,18,12,10,18,11,1,2,2,1.0,2.0,1.0,0.0
2018-04-15,18,31,25,5,10,9,9,0,2,2,1.0,1.0,1.0,2.0
2018-04-16,17,19,29,4,8,9,16,1,3,0,1.0,2.0,2.0,1.0
2018-04-17,16,42,24,13,12,12,8,3,0,1,1.0,1.0,2.0,1.0
2018-04-18,9,24,36,9,10,12,13,2,0,1,0.0,3.0,1.0,0.0
2018-04-19,15,23,36,12,12,19,17,3,0,2,0.0,1.0,0.0,0.0
2018-04-20,8,20,24,11,11,12,22,1,2,1,0.0,2.0,0.0,0.0
2018-04-21,13,24,16,7,12,18,9,1,1,1,1.0,1.0,0.0,0.0
2018-04-22,20,27,14,9,13,19,14,5,1,2,0.0,1.0,0.0,0.0
2018-04-23,10,20,25,11,7,19,22,2,1,1,2.0,0.0,2.0,1.0
2018-04-24,20,32,31,9,11,16,17,1,6,4,0.0,0.0,0.0,3.0
2018-04-25,18,21,36,10,11,12,10,0,1,3,0.0,1.0,2.0,0.0
2018-04-26,15,26,28,13,12,19,13,8,2,0,0.0,2.0,0.0,2.0
2018-04-27,24,21,31,6,14,32,18,4,2,4,0.0,0.0,2.0,2.0
2018-04-28,15,25,23,9,4,13,23,2,2,3,1.0,2.0,0.0,0.0
2018-04-29,18,22,28,8,11,21,13,2,1,8,1.0,0.0,0.0,0.0
2018-04-30,16,24,28,15,14,17,17,2,1,3,0.0,0.0,1.0,1.0
2018-05-01,13,24,47,5,10,14,18,0,1,2,1.0,1.0,0.0,0.0
2018-05-02,15,23,28,7,5,18,22,2,0,0,1.0,0.0,1.0,0.0
2018-05-03,18,31,25,5,7,15,10,3,6,0,0.0,1.0,1.0,0.0
2018-05-04,18,22,33,10,14,15,9,0,4,2,2.0,0.0,0.0,2.0
2018-05-05,12,23,35,11,5,16,16,3,2,1,0.0,1.0,3.0,0.0
2018-05-06,13,20,23,8,12,20,14,2,1,1,0.0,2.0,1.0,0.0
2018-05-07,17,32,33,5,11,18,12,1,1,1,0.0,0.0,0.0,2.0
2018-05-08,16,26,21,2,11,25,15,4,0,4,0.0,2.0,0.0,1.0
2018-05-09,6,27,21,6,9,15,16,0,4,1,0.0,1.0,0.0,1.0
2018-05-10,23,23,41,8,8,14,30,4,3,2,1.0,0.0,2.0,2.0
2018-05-11,16,29,45,13,14,19,15,1,0,2,0.0,0.0,3.0,2.0
2018-05-12,6,29,33,10,15,23,15,1,3,1,0.0,1.0,1.0,0.0
2018-05-13,13,25,21,11,9,13,17,0,1,1,0.0,0.0,1.0,1.0
2018-05-14,19,15,30,15,14,28,16,5,1,5,0.0,1.0,1.0,1.0
2018-05-15,14,30,38,8,10,25,23,5,0,1,0.0,1.0,3.0,3.0
2018-05-16,19,22,36,12,10,19,15,3,2,2,0.0,1.0,0.0,0.0
2018-05-17,14,24,29,14,4,12,17,1,1,3,0.0,0.0,0.0,1.0
2018-05-18,20,15,34,18,5,26,18,0,1,4,1.0,0.0,4.0,0.0
2018-05-19,12,26,22,9,10,20,13,1,2,1,1.0,1.0,1.0,0.0
